Name,IMDB Link,IMDB Headshot,Wikipedia Link,Wikipedia Headshot
Rainn Wilson,,,https://en.wikipedia.org/wiki/Rainn_Wilson,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Rainn_Wilson_2011_Shankbone_2.JPG/500px-Rainn_Wilson_2011_Shankbone_2.JPG
Randall Einhorn,,,https://en.wikipedia.org/wiki/Randall_Einhorn,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Randall_Einhorn_by_Gage_Skidmore.jpg/500px-Randall_Einhorn_by_Gage_Skidmore.jpg
Reggie Hudlin,,,https://en.wikipedia.org/wiki/Reginald_Hudlin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/10.5.17ReginaldHudlinByLuigiNovi1.jpg/500px-10.5.17ReginaldHudlinByLuigiNovi1.jpg
Richard Ayoade,,,https://en.wikipedia.org/wiki/Richard_Ayoade,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Richard_Ayoade_20241205.jpg/500px-Richard_Ayoade_20241205.jpg
Richard Shepard,,,https://en.wikipedia.org/wiki/Richard_Shepard,Not Found
Ricky Gervais,,,https://en.wikipedia.org/wiki/Ricky_Gervais,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/GervaisPall230921_%2815_of_17%29_%2851527411486%29_%28cropped%29.jpg/500px-GervaisPall230921_%2815_of_17%29_%2851527411486%29_%28cropped%29.jpg
Rob Schrab,,,https://en.wikipedia.org/wiki/Rob_Schrab,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Rob_Schrab.jpg/500px-Rob_Schrab.jpg
Robert B. Weide,,,https://en.wikipedia.org/wiki/Robert_B._Weide,Not Found
Robert Carlock,,,https://en.wikipedia.org/wiki/Robert_Carlock,Not Found
Robert Padnick,,,https://en.wikipedia.org/wiki/Dwight_Christmas,Not Found
Rodman Flender,,,https://en.wikipedia.org/wiki/Rodman_Flender,Not Found
Roger Nygard,,,https://en.wikipedia.org/wiki/Roger_Nygard,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Roger_Nygard_at_the_2011_Humanist_Film_Festival.jpg/500px-Roger_Nygard_at_the_2011_Humanist_Film_Festival.jpg
Ron Weiner,,,https://en.wikipedia.org/wiki/Ron_Weiner,Not Found
Ryan Koh,,,https://en.wikipedia.org/wiki/Ryan_Koh,Not Found
Ryan Ridley,,,https://en.wikipedia.org/wiki/Renfield_(film),Not Found
Sam Means,,,https://en.wikipedia.org/wiki/Sam_Means,Not Found
Scott Ellis,,,https://en.wikipedia.org/wiki/Scott_Ellis,Not Found
Seth Gordon,,,https://en.wikipedia.org/wiki/Seth_Gordon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Seth_Gordon_at_PaleyFest_Fall_TV_Previews_2014.jpg/500px-Seth_Gordon_at_PaleyFest_Fall_TV_Previews_2014.jpg
Seth Gordon Harold Ramis,,,https://en.wikipedia.org/wiki/The_Delivery_(The_Office),Not Found
Sona Panos,,,https://en.wikipedia.org/wiki/Critical_Film_Studies,Not Found
Stephen Lee Davis,,,"https://en.wikipedia.org/wiki/Don_Geiss,_America_and_Hope",Not Found
Stephen Merchant,,,https://en.wikipedia.org/wiki/Stephen_Merchant,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/StephenMerchantAltNov09.jpg/500px-StephenMerchantAltNov09.jpg
Steve Basilone,,,https://en.wikipedia.org/wiki/Long_Weekend_(2021_film),Not Found
Steve Buscemi,,,https://en.wikipedia.org/wiki/Steve_Buscemi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Steve_Buscemi_crop.jpg/500px-Steve_Buscemi_crop.jpg
Steve Carell,,,https://en.wikipedia.org/wiki/Steve_Carell,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Steve_Carell_in_2021_%28cropped%29.jpg/500px-Steve_Carell_in_2021_%28cropped%29.jpg
Steve Hely,,,https://en.wikipedia.org/wiki/Steve_Hely,Not Found
Steven Sprung,,,https://en.wikipedia.org/wiki/Sprung_(TV_series),Not Found
Steven Tsuchida,,,https://en.wikipedia.org/wiki/Steven_Tsuchida,Not Found
Tami Sagher,,,https://en.wikipedia.org/wiki/Tami_Sagher,https://upload.wikimedia.org/wikipedia/commons/5/54/Tami_Sagher_at_Don%27t_Think_Twice_premiere_%28cropped%29.jpg
Tim Hobert,,,https://en.wikipedia.org/wiki/Michael_Hobert,Not Found
Tim McAuliffe,,,https://en.wikipedia.org/wiki/Tim_McAuliffe,Not Found
Tim Saccardo,,,https://en.wikipedia.org/wiki/Tim_Saccardo,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/CommunityWritersP5.jpg/500px-CommunityWritersP5.jpg
Tina Fey,,,https://en.wikipedia.org/wiki/Tina_Fey,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/TinaFey-byPhilipRomano.jpg/500px-TinaFey-byPhilipRomano.jpg
Todd Holland,,,https://en.wikipedia.org/wiki/Todd_Holland,Not Found
Tom Ceraulo,,,https://en.wikipedia.org/wiki/Tenet_(film),Not Found
Tom Magill,,,https://en.wikipedia.org/wiki/Moxie_(film),Not Found
Tracey Wigfield,,,https://en.wikipedia.org/wiki/Tracey_Wigfield,Not Found
Tricia Brock,,,https://en.wikipedia.org/wiki/Tricia_Brock,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Superchickdallas2008.JPG/500px-Superchickdallas2008.JPG
Tristram Shapeero,,,https://en.wikipedia.org/wiki/Tristram_Shapeero,Not Found
Troy Miller,,,https://en.wikipedia.org/wiki/Troy_Miller,Not Found
Tucker Cawley,,,https://en.wikipedia.org/wiki/Tucker_Cawley,Not Found
Tucker Gates,,,https://en.wikipedia.org/wiki/Tucker_Gates,Not Found
Vali Chandrasekaran,,,https://en.wikipedia.org/wiki/Deli_Boys,Not Found
Vera Santamaria,,,https://en.wikipedia.org/wiki/How_to_Die_Alone,Not Found
Victor Nelli Jr.,,,https://en.wikipedia.org/wiki/Victor_Nelli_Jr.,Not Found
Warren Lieberstein,,,https://en.wikipedia.org/wiki/Warren_Lieberstein,Not Found
Wendey Stanzler,,,https://en.wikipedia.org/wiki/Wendey_Stanzler,Not Found
Zach Paez,,,https://en.wikipedia.org/wiki/List_of_Gravity_Falls_episodes,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Alex_Hirsch_and_Grunkle_Stan_puppet_at_San_Diego_Comic-Con_International_2013.jpg/500px-Alex_Hirsch_and_Grunkle_Stan_puppet_at_San_Diego_Comic-Con_International_2013.jpg
